entity_name,entity_type,region,risk_type,risk_level,sentiment,sentiment_score,violation_reason,impact_scope,summary,llm_confidence,record_id,source_type,url
珠海泰诺麦博制药股份有限公司,上市公司,广东,其他风险,低,正面,0.6,无违规，IPO注册获批,机构自身,证监会同意泰诺麦博制药科创板IPO注册，公司上市进程取得进展。,0.9,NEWS_000181,news,http://finance.eastmoney.com/a/202606043760453860.html
亨通光电,上市公司,江苏,经营风险,低,正面,0.85,无违规，主要描述公司受益于AI需求增长，光棒产能优势及双引擎战略,机构自身,亨通光电受益于AI数据中心需求，光纤光缆价格大涨，公司光棒产能领先，并布局算力网络和能源互联双引擎，业绩增长显著。,0.9,NEWS_000182,news,http://finance.eastmoney.com/a/202606043760446395.html
中交地产,上市公司,未知,舆情风险,中,负面,-0.5,董事长因个人原因辞职，可能影响公司治理稳定性,机构自身,中交地产董事长王尧因个人原因辞职，不再担任公司任何职务，可能引发市场对公司治理的担忧。,0.85,NEWS_000183,news,http://finance.eastmoney.com/a/202606043760442976.html
上海证券交易所,其他,上海,合规风险,中,负面,-0.65,券商被要求自查交易单元，严禁为个别投资者提供特殊便利，防止交易不公平,整个行业、客户权益,上交所要求券商即刻启动交易单元全面自查，严禁为个别投资者提供特殊便利，存量不合规配置须在3个月内整改，旨在维护交易公平，保护中小投资者权益。,0.92,NEWS_000184,news,http://finance.eastmoney.com/a/202606043760426563.html
洁美科技,上市公司,未知,其他风险,低,正面,0.6,无违规，异动公告说明经营情况稳定，新材料放量,机构自身,洁美科技发布异动公告，说明主营业务经营稳定，电子级薄膜材料处于放量期，2025年该业务营收2.60亿元，占比12.37%。,0.9,NEWS_000185,news,http://finance.eastmoney.com/a/202606043760421887.html
湖北宜化,上市公司,未知,合规风险,低,正面,0.3,获得证监会同意注册批复，无违规行为,机构自身,湖北宜化向不特定对象发行可转债申请获证监会同意注册批复，属于正常融资进展。,0.9,NEWS_000186,news,http://finance.eastmoney.com/a/202606043760381228.html
鲁信创投,上市公司,山东,信息披露风险,低,中性,0.0,投资者询问持股比例，公司正常披露，无违规行为,机构自身,鲁信创投在互动平台披露其子公司及参股基金合计持有宏科电子3.16%股份，属于正常信息披露，无风险事件。,0.95,NEWS_000187,news,http://finance.eastmoney.com/a/202606043760380838.html
鼎通科技,上市公司,未知,经营风险,低,正面,0.7,无违规，正常扩产计划,机构自身,鼎通科技表示今年共规划5条液冷产线，目前已有2条运行中，正有序扩产。,0.9,NEWS_000188,news,http://finance.eastmoney.com/a/202606043760380111.html
沪电股份,上市公司,未知,舆情风险,中,正面,0.85,市场传言获AI巨头订单，公司未确认具体客户信息，但订单充足预期推动股价大涨,机构自身,沪电股份因市场传言获AI巨头订单，股价涨停，公司回应订单充足至2027年，但未确认具体客户，存在舆情风险。,0.75,NEWS_000189,news,http://finance.eastmoney.com/a/202606043760377330.html
金马游乐,上市公司,未知,经营风险,低,正面,0.3,无违规，增资扩股显示公司资本实力增强,机构自身,金马游乐注册资本由约1.6亿增至约2.2亿，增幅40%，显示公司资本实力增强，经营状况良好。,0.9,NEWS_000190,news,http://finance.eastmoney.com/a/202606083763498195.html
欣旺达,上市公司,海南,经营风险,低,中性,0.0,新设子公司，正常业务拓展，无违规行为,机构自身,欣旺达通过旗下子公司在海南成立能源服务公司，经营范围包括充电桩销售等，属于正常业务布局。,0.95,NEWS_000191,news,http://finance.eastmoney.com/a/202606083763495152.html
瑞典北欧斯安银行,银行,未知,其他风险,中,中性,0.0,预测欧洲央行加息，能源价格上涨带来通胀风险,机构自身,瑞典北欧斯安银行预测欧洲央行可能加息25个基点，以应对能源价格上涨带来的通胀风险。,0.9,NEWS_000192,news,http://finance.eastmoney.com/a/202606083763495281.html
国际航空运输协会,其他,未知,经营风险,中,负面,-0.6,SAF产量远低于目标，政策与市场激励不足,整个行业,国际航协预计2026年全球SAF产量仅占航空燃料总用量的0.8%，远低于2050年满足65%需求的目标，主要因政策缺乏统筹和石油公司兴趣不足。,0.85,NEWS_000193,news,http://finance.eastmoney.com/a/202606083763493787.html
奇瑞汽车,上市公司,未知,合规风险,低,正面,0.6,文本未提及违规，但双方探讨了合规性议题，表明对合规的重视,机构自身,奇瑞汽车副总裁访问保隆科技欧洲制造中心，探讨产品供应和合规性，推动欧洲合作。,0.9,NEWS_000194,news,http://finance.eastmoney.com/a/202606083763488711.html
韩国KOSDAQ市场,其他,未知,其他风险,中,中性,0.0,因触发熔断机制导致交易暂停,整个行业,韩国KOSDAQ市场因触发熔断机制暂停交易后恢复，事件影响市场运行。,0.85,NEWS_000195,news,http://finance.eastmoney.com/a/202606083763477790.html
怡亚通,上市公司,广东,信息披露风险,高,负面,-0.85,发布与英特尔合作消息后股价涨停，但随后补发公告澄清无业务合作，存在信息披露不准确、不完整，误导投资者,机构自身、投资者权益,怡亚通在微信公众号发布成为英特尔2026解决方案聚合商的消息后股价涨停，但随后补发公告称与英特尔无业务合作，且该资质非独家，对业绩影响小。公司股价随后大跌，业绩由盈转亏，资产负债率高企。,0.92,NEWS_000196,news,http://finance.eastmoney.com/a/202606083763473821.html
山东墨龙,上市公司,未知,舆情风险,低,正面,0.65,股价因油价上涨和地缘政治事件大幅上涨，但无违规行为,机构自身,石油概念港股逆势走强，山东墨龙涨28%，百勤油服涨9%，中国海洋石油涨2%，受伊朗石化公司遭空袭影响，布伦特原油涨超5%。,0.85,NEWS_000197,news,http://finance.eastmoney.com/a/202606083763474554.html
山东墨龙,上市公司,未知,经营风险,低,中性,0.0,新设公司涉及海洋石油开采等高风险业务，但无违规行为,机构自身,山东墨龙全资持股成立石油科技公司，经营范围包括海洋石油开采等，属于正常业务拓展。,0.9,NEWS_000198,news,http://finance.eastmoney.com/a/202606083763421528.html
韩国KOSDAQ指数,其他,未知,市场操纵风险,高,负面,-0.85,指数暴跌8%触发熔断，市场恐慌情绪蔓延,整个行业,韩国KOSDAQ指数暴跌8%，触发熔断机制，市场出现恐慌性抛售。,0.9,NEWS_000199,news,http://stock.eastmoney.com/a/202606083763377157.html
凯瑞德,上市公司,未知,其他风险,低,中性,0.0,无违规行为，仅为正常业务拓展,机构自身,凯瑞德等共同持股成立中科智寻开矿科技（喀什）有限公司，业务涉及AI及卫星遥感，属于正常投资活动。,0.9,NEWS_000200,news,http://finance.eastmoney.com/a/202606083763360087.html
中国工商银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,重要信息系统投产变更风险管控不到位、未按规定报告重要信息系统突发事件,机构自身、客户权益,中国工商银行因信息系统管理问题被监管处罚，罚款金额为105万元。,0.92,REG_000001,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1260352&itemId=4113&generaltype=9
中国建设银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,重要信息系统投产变更风险管控不到位、重要信息系统应急管理不足,机构自身、客户权益,中国建设银行因信息系统管理问题被监管处罚，罚款70万元。,0.92,REG_000002,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1260352&itemId=4113&generaltype=9
交通银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,灾备恢复能力建设不足、重要信息系统应急管理不足等,机构自身、客户权益,交通银行因灾备恢复和信息系统管理不完善被监管处罚，罚款80万元。,0.92,REG_000003,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1260352&itemId=4113&generaltype=9
中信银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,贷款、信用卡等业务管理不审慎，存在违规操作,机构自身、客户权益,中信银行因贷款和信用卡业务管理不审慎被监管处罚，相关责任人受到警告及罚款。,0.92,REG_000004,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1260352&itemId=4113&generaltype=9
太平财产保险有限公司,保险,未知,合规风险,中,负面,-1.0,未按规定提取未决赔款准备金、未按照规定使用经批准或备案的保险条款和费率、报送数据不准确以及跨区域开展业务等,机构自身及客户权益,太平财产保险有限公司因多项违规行为被国家金融监督管理总局处罚，涉及未按规定提取准备金、费率使用不当及数据报送问题。,0.92,REG_000005,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1260352&itemId=4113&generaltype=9
中国银河资产管理有限责任公司,其他,未知,合规风险,中,负面,-1.0,投后管理不到位，相关业务存在违规操作,机构自身、客户权益,中国银河资产管理有限责任公司因投后管理不到位被监管处罚，罚款30万元，并对相关人员给予警告。,0.92,REG_000006,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1255842&itemId=4113&generaltype=9
中国太平保险集团有限责任公司,保险,未知,合规风险,中,负面,-1.0,向监管报送的报告报表数据不准确,机构自身、客户权益,中国太平保险集团因报告数据不准确被罚40万元，相关责任人张作学被警告并罚款7万元。,0.92,REG_000007,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1255842&itemId=4113&generaltype=9
幸福人寿保险股份有限公司,保险,未知,合规风险,中,负面,-1.0,向监管报送的信息不准确、保险资金运用不规范、财务业务数据不真实等,机构自身、客户权益,幸福人寿保险股份有限公司因多项违规行为被国家金融监督管理总局处罚，涉及信息报送、资金运用及财务数据的真实性问题。,0.92,REG_000008,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1255842&itemId=4113&generaltype=9
华安财产保险股份有限公司,保险,未知,合规风险,中,负面,-1.0,未按照规定使用经批准或备案的保险条款、费率，报送数据不准确，跨区域开展业务等。,机构自身、客户权益,华安财产保险股份有限公司因多项违规行为被国家金融监督管理总局处罚，涉及罚款及警告。,0.92,REG_000009,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1250417&itemId=4113&generaltype=9
阳光保险集团股份有限公司,保险,未知,合规风险,中,负面,-1.0,关联交易管理不到位，偿付能力报告数据不准确,机构自身、客户权益,阳光保险因关联交易管理和偿付能力报告问题被监管处罚，罚款总额为140万元。,0.92,REG_000010,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1250417&itemId=4113&generaltype=9
永诚保险资产管理有限公司,保险,未知,合规风险,中,负面,-1.0,资产管理业务开展不规范，关联交易管理不规范，财务数据不准确,机构自身、客户权益,永诚保险资产管理有限公司因多项违规行为被国家金融监督管理总局处罚，涉及资产管理业务和关联交易管理问题。,0.92,REG_000011,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1250417&itemId=4113&generaltype=9
上海浦东发展银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,相关理财、代销等业务管理不审慎，员工管理不到位,机构自身、客户权益,上海浦东发展银行因理财和代销业务管理不审慎及员工管理问题被监管处罚，涉及罚款及多名高管警告与禁业处分。,0.92,REG_000012,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1238354&itemId=4113&generaltype=9
安心财产保险有限责任公司,保险,未知,合规风险,中,负面,-1.0,未按照规定使用经批准或备案的保险条款、费率，保险理赔案件报送数据不真实,机构自身、客户权益,安心财产保险因违规操作被监管处罚，涉及信用保证保险、短期健康保险及车辆保险业务，并对多名责任人处以警告和罚款。,0.92,REG_000013,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1238354&itemId=4113&generaltype=9
华夏久盈资产管理有限责任公司,基金,未知,合规风险,中,负面,-1.0,未按照规定运用保险公司资金,机构自身、客户权益,华夏久盈资产管理有限责任公司因违规运用保险公司资金被罚款70万元，相关责任人陈淑翠被禁止进入保险业10年。,0.92,REG_000014,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1238354&itemId=4113&generaltype=9
中国农业发展银行,银行,未知,合规风险,中,负面,-1.0,违规发放贷款，相关业务存在不审慎操作,机构自身、客户权益,中国农业发展银行员工张眉因违规发放贷款被监管处罚，罚款5万元。,0.92,REG_000015,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1238354&itemId=4113&generaltype=9
兴业银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,外包机构管理不到位、企业划型不准确等,机构自身、客户权益,兴业银行因外包机构管理及企业划型问题被监管处罚，罚款720万元并处罚金6万元。,0.95,REG_000016,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1236270&itemId=4113&generaltype=9
民生通惠资产管理有限公司,其他,未知,合规风险,中,负面,-1.0,未按照规定运用保险公司资金,机构自身、客户权益,民生通惠资产管理有限公司因未按规定运用保险公司资金被国家金融监督管理总局罚款390万元，并对相关责任人处以警告及罚款共计29万元。,0.95,REG_000017,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1233460&itemId=4113&generaltype=9
中国银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,贷款管理不审慎，相关业务存在违规操作,机构自身、客户权益,中国银行因贷款管理问题被监管处罚，罚款9790万元，并对多名责任人进行警告及罚款。,0.92,REG_000018,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1231550&itemId=4113&generaltype=9
中国农业银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,销售、服务收费不合规，信贷资金流向管理不审慎,机构自身、客户权益,中国农业银行因销售和服务收费不合规及信贷资金流向管理不审慎问题被处罚，罚款2720万元。,0.95,REG_000019,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1231550&itemId=4113&generaltype=9
中国民生银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,贷款、票据、同业等业务管理不审慎，监管数据报送不合规,机构自身、客户权益,中国民生银行因贷款和票据业务管理不审慎及监管数据报送违规被处罚,0.92,REG_000020,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1231550&itemId=4113&generaltype=9
平安银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,相关互联网贷款、代销等业务管理不审慎，存在违规操作,机构自身、客户权益,平安银行因贷款及代销业务管理不审慎被监管处罚，罚款1880万元，并对相关责任人处以警告及罚款。,0.92,REG_000021,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1231550&itemId=4113&generaltype=9
上海浦东发展银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,相关互联网贷款、代销等业务管理不审慎,机构自身、客户权益,上海浦东发展银行因贷款及代销业务管理不审慎被监管处罚，罚款1270万元并警告相关人员。,0.93,REG_000022,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1231550&itemId=4113&generaltype=9
中再资产管理股份有限公司,其他,未知,合规风险,中,负面,-1.0,未按照规定运用保险公司资金,机构自身、客户权益,中再资产管理因违规运用保险公司资金被罚，相关责任人受到警告及罚款处罚。,0.92,REG_000023,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1228899&itemId=4113&generaltype=9
太平资产管理有限公司,其他,未知,合规风险,中,负面,-1.0,未按照规定运用保险公司资金,机构自身、客户权益,太平资产管理有限公司因违规运用保险公司资金被罚款70万元，相关责任人施泓亦被禁止进入保险业5年。,0.92,REG_000024,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1228899&itemId=4113&generaltype=9
中国邮政储蓄银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,贷款业务、互联网贷款业务、绩效考核及合作业务管理不审慎，存在违规操作,机构自身、客户权益,中国邮政储蓄银行因贷款业务管理不审慎等问题被监管处罚，罚没合计2791.67万元，并对相关责任人给予警告及罚款。,0.95,REG_000025,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1228124&itemId=4113&generaltype=9
中信百信银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,贷款管理不审慎，监管数据报送不合规,机构自身、客户权益,中信百信银行因贷款管理和数据报送问题被罚，相关责任人受到处罚。,0.92,REG_000026,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1228124&itemId=4113&generaltype=9
中国民生银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,系统使用管控不到位、基础软件版本管理不足、生产运维管理不严等,机构自身、客户权益,中国民生银行因系统管理和运维问题被监管处以590万元罚款，涉及合规风险。,0.92,REG_000027,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225670&itemId=4113&generaltype=9
招商银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,数据安全管理不到位,机构自身、客户权益,招商银行因数据安全管理问题被监管警告并罚款60万元。,0.92,REG_000028,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225670&itemId=4113&generaltype=9
中国进出口银行,银行,未知,合规风险,中,负面,-1.0,国别风险管理不到位、薪酬支付管理不到位等事项,机构自身、客户权益,中国进出口银行因国别风险管理及薪酬支付管理问题被罚款130万元。,0.92,REG_000029,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225649&itemId=4113&generaltype=9
中国建设银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,信息系统开发测试不充分、信息科技外包管理存在不足,机构自身、客户权益,中国建设银行因信息系统开发测试不充分及信息科技外包管理问题被罚款290万元。,0.95,REG_000030,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225649&itemId=4113&generaltype=9
中国光大银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,信息科技外包管理存在不足、监管数据错报等事项,机构自身、客户权益,中国光大银行因信息科技外包管理和监管数据报送问题被罚款430万元。,0.92,REG_000031,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225649&itemId=4113&generaltype=9
中信银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,理财回表资产风险分类不准确、同业投资投后管理不到位等事项,机构自身、客户权益,中信银行因理财回表资产风险分类不准确及同业投资投后管理不到位等问题，被国家金融监督管理总局罚款550万元。,0.92,REG_000032,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225649&itemId=4113&generaltype=9
信银理财有限责任公司,基金,未知,合规风险,中,负面,-1.0,理财产品名称不规范、投资比例不符合监管要求,机构自身、客户权益,信银理财因理财产品管理违规被罚款220万元，涉及产品名称和投资比例问题。,0.95,REG_000033,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225649&itemId=4113&generaltype=9
广发银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,贷款、票据、保理等业务管理不审慎，监管数据报送不合规,机构自身、客户权益,广发银行因贷款及票据业务管理不审慎、数据报送违规等问题被处罚，罚款6670万元，并对相关责任人处以警告和罚款。,0.92,REG_000034,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225641&itemId=4113&generaltype=9
恒丰银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,贷款、票据、理财等业务管理不审慎，数据报送不合规,机构自身、客户权益,恒丰银行因贷款和数据报送违规被监管处罚，罚款6150万元，并对多名责任人处以警告及罚款。,0.92,REG_000035,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225641&itemId=4113&generaltype=9
华夏理财有限责任公司,基金,未知,合规风险,中,负面,-1.0,投资运作不规范，系统管控不到位，监管数据报送不合规,机构自身、客户权益,华夏理财因投资运作不规范等问题被罚款1200万元，并对相关责任人处以警告及罚款合计10万元。,0.95,REG_000036,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225641&itemId=4113&generaltype=9
恒大人寿保险有限公司,保险,未知,合规风险,中,负面,-1.0,保险资金运用严重不合规、向关联方输送利益、投后管理不合规以及报送报告存在虚假记载等,机构自身、客户权益,恒大人寿保险有限公司因多项违规行为被国家金融监督管理总局处罚，相关责任人员受到警告及罚款，并对部分人员实施终身或限期禁入保险业的处罚。,0.92,REG_000037,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1225641&itemId=4113&generaltype=9
工银金融资产投资有限公司,其他,未知,合规风险,中,负面,-1.0,服务业务价格管理不规范,机构自身、客户权益,工银金融资产投资有限公司因服务业务价格管理不规范被罚40万元。,0.92,REG_000038,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1224782&itemId=4113&generaltype=9
交银保险资产管理有限公司,其他,未知,合规风险,中,负面,-1.0,投资不符合监管要求的信托计划、债权投资计划，关联交易管理不合规,机构自身、客户权益,交银保险资产管理有限公司因多项违规操作被罚款115万元，并对相关责任人给予警告及罚款处罚。,0.92,REG_000039,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1224782&itemId=4113&generaltype=9
太平洋资产管理有限责任公司,其他,未知,合规风险,中,负面,-1.0,债权投资计划操作不符合监管要求，组合类保险资管产品管理不合规,机构自身、客户权益,太平洋资产管理有限责任公司因债权投资计划和组合类保险资管产品管理违规被罚款100万元，并对相关责任人给予警告及罚款处罚。,0.92,REG_000040,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1224782&itemId=4113&generaltype=9
工商银行,银行,未知,合规风险,中,负面,-1.0,利用职务便利违规开展理财业务，严重违反审慎经营规则,机构自身、客户权益,原工商银行员工因违规开展理财业务被监管处罚，涉及禁业期限及行业影响。,0.92,REG_000041,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1224725&itemId=4113&generaltype=9
华夏银行股份有限公司,银行,未知,合规风险,中,负面,-1.0,贷款、票据、同业等业务管理不审慎，监管数据报送不合规,机构自身、客户权益,华夏银行因贷款及票据业务管理不审慎、监管数据报送违规等问题被处罚，罚款8725万元，并对相关责任人进行警告和罚款。,0.92,REG_000042,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1224725&itemId=4113&generaltype=9
浙商银行股份有限公司,银行,浙江,合规风险,中,负面,-1.0,贷款管理不审慎，相关业务存在违规操作,机构自身、客户权益,浙商银行因贷款管理问题被监管处罚，罚没合计1130.80万元。,0.92,REG_000043,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1224725&itemId=4113&generaltype=9
建信金融资产投资有限公司,其他,未知,合规风险,中,负面,-1.0,债转股项目开展不审慎，服务收费定价程序不规范,机构自身、客户权益,建信金融资产投资有限公司因债转股项目和收费定价问题被监管处罚，相关责任人被禁止从业5年。,0.92,REG_000044,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1224725&itemId=4113&generaltype=9
中国农业发展银行,银行,未知,合规风险,中,负面,-1.0,信贷资金投向不合规、贷后管理不到位,机构自身、客户权益,中国农业发展银行因信贷资金投向不合规及贷后管理不到位问题被罚款1020万元。,0.95,REG_000045,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1219958&itemId=4113&generaltype=9
华夏人寿保险股份有限公司,保险,未知,合规风险,高,负面,-1.0,存在虚假记载、重大遗漏、客户信息不真实、产品宣传材料不合规、违规列支费用、虚增偿付能力及违规运用资金等行为,机构自身、行业声誉、客户权益,华夏人寿保险股份有限公司因多项违规行为被国家金融监督管理总局处罚，吊销业务许可证，并对多名责任人处以罚款和禁入措施。,0.95,REG_000046,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1219958&itemId=4113&generaltype=9
中国大地财产保险股份有限公司,保险,未知,合规风险,中,负面,-1.0,未按照规定使用经批准或备案的保险条款、费率，给予投保人保险合同约定以外的利益，相关财务、业务数据不准确，客户信息管理不规范等,机构自身、客户权益,中国大地财产保险股份有限公司因多项违规行为被监管处罚，涉及保险条款使用、利益给予及数据管理等方面。,0.92,REG_000047,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1219958&itemId=4113&generaltype=9
国元农业保险股份有限公司,保险,未知,合规风险,中,负面,-1.0,报送的报告、数据不准确，未按照规定使用经批准或备案的保险条款、费率，未按照规定计提未决赔款准备金等,机构自身、客户权益,国元农业保险因多项违规行为被监管处罚，涉及数据准确性及保险条款使用问题。,0.92,REG_000048,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1219958&itemId=4113&generaltype=9
广银理财有限责任公司,其他,未知,合规风险,中,负面,-1.0,投资运作不规范、数据管理不审慎、信息登记不及时,机构自身、客户权益,广银理财因多项违规行为被国家金融监督管理总局处罚，涉及没收违法所得及罚款共计1159.88万元。,0.92,REG_000049,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1219958&itemId=4113&generaltype=9
中国太平洋财产保险股份有限公司,保险,未知,合规风险,中,负面,-1.0,未按照规定使用经批准或备案的保险条款、费率，投保信息管理不规范，报送的报告、数据不准确等。,机构自身、客户权益,中国太平洋财产保险股份有限公司因违反保险监管规定被处罚，涉及多项违规行为，包括条款和费率使用不当、投保信息管理不规范及数据报送不准确等。,0.92,REG_000050,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1217102&itemId=4113&generaltype=9
中国太平洋人寿保险股份有限公司,保险,未知,合规风险,中,负面,-1.0,未按照规定使用经批准或备案的保险条款、费率，给予投保人合同约定以外的利益，报送的报告、数据不准确等,机构自身、客户权益,中国太平洋人寿保险股份有限公司因多项违规行为被监管处罚，涉及保险条款和费率管理、利益输送及数据报送等方面。,0.92,REG_000051,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1217102&itemId=4113&generaltype=9
泰康人寿保险有限责任公司,保险,未知,合规风险,中,负面,-1.0,未按照规定使用经批准或备案的保险条款、费率，相关费用列支不准确，委托未取得合法资格的机构从事保险销售活动等。,机构自身及客户权益,泰康人寿因多项违规行为被国家金融监督管理总局处罚，涉及保险条款使用、费用列支及销售活动等方面。,0.92,REG_000052,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1217102&itemId=4113&generaltype=9
太平资产管理有限公司,基金,未知,合规风险,中,负面,-1.0,高管人员未经任职资格核准实际履职、关联方信息档案不完整、保险资金投资非受托人自主管理信托产品等违规行为,机构自身、客户权益,太平资产管理有限公司因多项合规问题被国家金融监督管理总局处罚，涉及高管履职及信息披露等方面。,0.92,REG_000053,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1216218&itemId=4113&generaltype=9
中国进出口银行,银行,未知,合规风险,中,负面,-1.0,贷款管理不审慎，相关业务存在违规操作,机构自身、客户权益,中国进出口银行因部分贷款和政策性业务存在超授信发放、贷款需求测算不准确及贷后管理不到位等违法违规行为，被处以1810万元罚款。,0.92,REG_000054,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1215112&itemId=4113&generaltype=9
中银理财有限责任公司,基金,未知,合规风险,中,负面,-1.0,非标债权投资管理不到位，理财产品投资集中度、流动性不符合监管要求，信息登记管理不到位,机构自身、客户权益,中银理财因多项违规行为被罚1290万元，涉及非标债权投资管理及信息披露问题。,0.95,REG_000055,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1215112&itemId=4113&generaltype=9
天安财产保险股份有限公司,保险,未知,合规风险,高,负面,-1.0,公司治理报告与实际情况不符，违规通过多种渠道向关联方输送利益，未按规定使用保险条款和费率，提供虚假报告等。,机构自身、客户权益,天安财险因多项严重违规行为被吊销业务许可证，并对多名责任人处以警告及罚款，部分人员被终身或长期禁止进入保险业。,0.95,REG_000056,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1213520&itemId=4113&generaltype=9
天安人寿保险股份有限公司,保险,未知,合规风险,高,负面,-1.0,公司治理报告不真实、薪酬管理报告不真实、高管未取得任职资格履职、违规将投资资产用于担保或提供贷款、通过关联交易向实际控制人输送利益等,机构自身、客户权益,天安人寿因多项违规行为被吊销业务许可证，并对多名责任人处以警告及罚款，同时部分人员被终身禁止进入保险业。,0.95,REG_000057,regulation,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1213520&itemId=4113&generaltype=9
